$
0	91000000	5	,	1,3,9,X134,X99,	12	3	1	0	0	1	Подпись
0	1000000001	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	2	13	0	1	Выделение линейных
0	1000000002	4	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	3	13	0	1	Выделение площадных
0	1000000003	1	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	11	1	768	13	0	1	Выделение точечных
0	1000000004	4	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	2	13	0	1	Выделение подписей
0	1000000005	2	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	2	13	0	1	Выделение векторных
0	1000000006	4	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	2	13	0	1	Выделение шаблонов
0	1000000007	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000008	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000009	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000010	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000011	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000012	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000013	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
0	1000000014	3	,	1,3,9,10,20,29,108,32800,20101,31001,31002,31007,	12	3	1	0	0	1	Служебный объект
1	2035010110	2	1100:1,	1,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	161	255	2	1	Таможня
1	2036010110	2	1100:1,	1,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	162	255	2	1	Облисполком
1	2037010110	2	1100:1,	1,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	163	255	2	1	Районный (городской) исполком
1	2038010110	2	1100:1,	1,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	164	255	2	1	Сельский совет
1	2040010110	2	1100:1,	1,3,9,10,20,29,108,20101,31001,31002,31007,	11	1	165	255	2	1	Добровольный штаб народн.дружины
1	2041010110	2	1100:1,	1,3,9,10,20,29,108,10410,20101,31001,31002,31007,	11	1	166	255	0	1	Добровольная дружина
1	1001010110	2	19:3,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	7	255	0	1	ПУ ВС(МО, ГШ ВС) салат.
1	1001010110	2	19:5,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	6	255	0	1	ПУ ВС(МО, ГШ ВС) оранж.
1	1001010110	2	19:7,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	5	255	0	1	ПУ ВС(МО, ГШ ВС) желт.
1	1001010110	2	19:6,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	4	255	0	1	ПУ ВС(МО, ГШ ВС) розов.
1	1001010110	2	19:4,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	3	255	0	1	ПУ ВС(МО, ГШ ВС) фиол.
1	1001010110	2	19:2,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	2	255	0	1	ПУ ВС(МО, ГШ ВС) планир.
1	1001010110	2	19:1,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	1	255	0	1	ПУ ВС(МО, ГШ ВС) фактическое
1	1002010110	2	19:3,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	14	255	0	1	ПУ ОК РГВ(С) салат.
1	1002010110	2	19:5,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	13	255	0	1	ПУ ОК РГВ(С) оранж.
1	1002010110	2	19:7,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	12	255	0	1	ПУ ОК РГВ(С) желт.
1	1002010110	2	19:6,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	11	255	0	1	ПУ ОК РГВ(С) розов.
1	1002010110	2	19:4,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	10	255	0	1	ПУ ОК РГВ(С) фиол
1	1002010110	2	19:2,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	9	255	0	1	ПУ ОК РГВ(С) планир
1	1002010110	2	19:1,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	8	255	0	1	ПУ ОК РГВ(С) фактическое
1	1003010110	2	19:3,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	21	255	0	1	ПУ сил.стр-р салат.
1	1003010110	2	19:5,1100:1,	1,2,3,9,10,20,29,108,20101,31001,31002,31007,	11	10	20	255	0	1	ПУ сил.стр-р оранж.
